# Logfile created on 2026-09-07 16:07:15 +0200 by logger.rb/v1.5.3
2026-09-07 16:07:15 +0200: Memory Usage (456780K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/analog/macro/tt_analog_ring.gds
2026-09-07 16:07:15 +0200: Memory Usage (456780K) : Ruby Version for klayout: 3.2.3
2026-09-07 16:07:15 +0200: Memory Usage (458096K) : Loading database to memory is complete.
2026-09-07 16:07:15 +0200: Memory Usage (458096K) : IHP-SG13G2 KLayout DRC runset output at: /work/analog/out/drc/tt_analog_ring_tt_analog_ring_topmetal2.lyrdb
2026-09-07 16:07:15 +0200: Memory Usage (458096K) : Evaluate switches.
2026-09-07 16:07:15 +0200: Memory Usage (458096K) : tables selected: topmetal2
2026-09-07 16:07:15 +0200: Memory Usage (458096K) : KLayout will use 20 thread(s) in tiling mode.
2026-09-07 16:07:15 +0200: Memory Usage (458096K) : deep mode is enabled.
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : prboundary_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange0_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange0_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange0_text has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange1_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange1_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange1_text has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange2_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange2_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange2_text has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange3_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange3_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange3_text has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange4_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange4_pin has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : exchange4_text has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : isonwell_drw has 0 polygons
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : Total no. of polygons in the design is 5052
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : Loaded TECH DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/python/sg13g2_pycell_lib/sg13g2_tech_mod.json
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : Loaded default DRC rules values from /foss/pdks/ihp-sg13g2/libs.tech/klayout/tech/drc/rule_decks/sg13g2_tech_default.json
2026-09-07 16:07:15 +0200: Memory Usage (471860K) : The following rules values were missing in tech json and default values were used:
2026-09-07 16:07:15 +0200: Memory Usage (471860K) :   - NW_f1_digibnd
2026-09-07 16:07:15 +0200: Memory Usage (471860K) :   - Cnt_c_digibnd
2026-09-07 16:07:15 +0200: Memory Usage (471860K) :   - Cnt_c_sram
2026-09-07 16:07:15 +0200: Memory Usage (471860K) :   - Sdiod_b
2026-09-07 16:07:15 +0200: Memory Usage (471860K) :   - Sdiod_c
2026-09-07 16:07:15 +0200: Memory Usage (473188K) : Total area of the design is 5143.824 um^2.
2026-09-07 16:07:15 +0200: Memory Usage (473188K) : The design dimensions are 90.72 µm * 56.7 µm.
2026-09-07 16:07:15 +0200: Memory Usage (473188K) : Starting general IHP-SG13G2 derivations.
2026-09-07 16:07:15 +0200: Memory Usage (473188K) : Starting Pwell derivations
2026-09-07 16:07:16 +0200: Memory Usage (475556K) : Starting IHP-SG13G2 DRC rules.
2026-09-07 16:07:16 +0200: Memory Usage (475556K) : Starting 5.25. TopMetal2 table
2026-09-07 16:07:16 +0200: Memory Usage (475556K) : Executing rule TM2.a
2026-09-07 16:07:16 +0200: Memory Usage (475744K) : Executing rule TM2.b
2026-09-07 16:07:16 +0200: Memory Usage (475744K) : Executing rule TM2.bR
2026-09-07 16:07:16 +0200: Memory Usage (475744K) : KLayout DRC run for tables 'topmetal2' completed in 0.77 seconds
