# Logfile created on 2026-09-07 16:07:21 +0200 by logger.rb/v1.5.3
2026-09-07 16:07:21 +0200: Memory Usage (455636K) : Starting running IHP-SG13G2 KLayout DRC runset on /work/analog/macro/tt_analog_ring.gds
2026-09-07 16:07:21 +0200: Memory Usage (455636K) : Ruby Version for klayout: 3.2.3
2026-09-07 16:07:21 +0200: Memory Usage (456568K) : Loading database to memory is complete.
2026-09-07 16:07:21 +0200: Memory Usage (456568K) : IHP-SG13G2 KLayout DRC runset output at: /work/analog/out/drc/tt_analog_ring_tt_analog_ring_topmetal1filler.lyrdb
2026-09-07 16:07:21 +0200: Memory Usage (456568K) : Evaluate switches.
2026-09-07 16:07:21 +0200: Memory Usage (456568K) : tables selected: topmetal1filler
2026-09-07 16:07:21 +0200: Memory Usage (456568K) : KLayout will use 20 thread(s) in tiling mode.
2026-09-07 16:07:21 +0200: Memory Usage (456568K) : deep mode is enabled.
2026-09-07 16:07:21 +0200: Memory Usage (459240K) : metal2_opc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459240K) : metal2_noqrc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459240K) : metal2_res has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459240K) : metal2_iprobe has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459240K) : metal2_diffprb has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459400K) : baspoly_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459400K) : baspoly_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459400K) : psd_drw has 94 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459560K) : nldb_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459560K) : digibnd_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459560K) : via1_drw has 192 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459720K) : backmetal1_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459720K) : backmetal1_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459880K) : backmetal1_mask has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459880K) : backmetal1_filler has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (459880K) : backmetal1_nofill has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460040K) : backmetal1_slit has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460040K) : backmetal1_text has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460040K) : backmetal1_opc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460200K) : backmetal1_noqrc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460360K) : backmetal1_res has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460360K) : backmetal1_iprobe has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460360K) : backmetal1_diffprb has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460520K) : backpassiv_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460520K) : res_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460520K) : sram_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460680K) : trans_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460680K) : ind_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460680K) : ind_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460680K) : ind_text has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460680K) : salblock_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460840K) : via2_drw has 109 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460840K) : metal3_drw has 14 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460840K) : metal3_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (460840K) : metal3_mask has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461000K) : metal3_filler has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461000K) : metal3_nofill has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461000K) : metal3_slit has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461000K) : metal3_text has 1 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461160K) : metal3_opc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461160K) : metal3_noqrc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461160K) : metal3_res has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461160K) : metal3_iprobe has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461320K) : metal3_diffprb has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461320K) : nwell_drw has 27 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461320K) : nwell_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461480K) : nbulay_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461480K) : nbulay_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461480K) : nbulay_block has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461640K) : emwind_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461640K) : emwind_opc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461640K) : deepco_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461800K) : deepco_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461800K) : mim_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461800K) : edgeseal_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461960K) : edgeseal_bound has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461960K) : substrate_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (461960K) : substrate_text has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462120K) : dfpad_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462120K) : dfpad_pillar has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462120K) : dfpad_sbump has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462280K) : thickgateox_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462280K) : pldb_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462280K) : pwell_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462440K) : pwell_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462440K) : pwell_block has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462440K) : ic_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462600K) : via3_drw has 108 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462600K) : metal4_drw has 14 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462600K) : metal4_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462600K) : metal4_mask has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462600K) : metal4_filler has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462760K) : metal4_nofill has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462760K) : metal4_slit has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462760K) : metal4_text has 2 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462920K) : metal4_opc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462920K) : metal4_noqrc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (462920K) : metal4_res has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463080K) : metal4_iprobe has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463080K) : metal4_diffprb has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463080K) : heattrans_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463240K) : heatres_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463240K) : pempoly_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463240K) : fbe_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463400K) : empoly_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463400K) : ldmos_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463400K) : pbiwind_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463560K) : digisub_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463560K) : nodrc_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463560K) : text_drw has 117 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463720K) : via4_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463720K) : metal5_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463720K) : metal5_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463880K) : metal5_mask has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463880K) : metal5_filler has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (463880K) : metal5_nofill has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464040K) : metal5_slit has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464040K) : metal5_text has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464040K) : metal5_opc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464200K) : metal5_noqrc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464200K) : metal5_res has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464200K) : metal5_iprobe has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464360K) : metal5_diffprb has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464360K) : radhard_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464520K) : memcap_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464520K) : varicap_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464520K) : flash_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464520K) : intbondvia_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464520K) : intbondmet_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464680K) : devbondvia_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464680K) : devbondmet_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464680K) : devtrench_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464840K) : redist_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464840K) : graphbot_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (464840K) : graphtop_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465000K) : antvia1_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465000K) : antmetal2_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465000K) : graphcont_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465160K) : siwg_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465160K) : siwg_filler has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465160K) : siwg_nofill has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465320K) : sigrating_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465320K) : singrating_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465320K) : graphpas_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465480K) : emwind3_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465480K) : emwihv3_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465480K) : redbulay_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465640K) : smos_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465640K) : graphpad_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465640K) : polimide_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465800K) : polimide_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465800K) : recog_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465800K) : recog_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465960K) : recog_esd has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465960K) : recog_diode has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (465960K) : recog_tsv has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466120K) : recog_iprobe has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466120K) : recog_diffprb has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466120K) : recog_pillar has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466120K) : recog_sbump has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466120K) : recog_otp has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466280K) : recog_pdiode has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466280K) : recog_mom has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466280K) : recog_momf has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466280K) : recog_pcm has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466440K) : colopen_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466440K) : graphmetal1_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466600K) : graphmetal1_filler has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466600K) : graphmetal1_nofill has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466600K) : graphmetal1_slit has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466760K) : graphmetal1_opc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466760K) : graphmet1l_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466760K) : graphmet1l_filler has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466920K) : graphmet1l_nofill has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466920K) : graphmet1l_slit has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (466920K) : graphmet1l_opc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467080K) : extblock_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467080K) : nldd_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467080K) : pldd_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467240K) : next_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467240K) : pext_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467240K) : nexthv_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467400K) : pexthv_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467400K) : graphgate_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467400K) : sinwg_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467560K) : sinwg_filler has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467560K) : sinwg_nofill has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467560K) : mempad_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467720K) : topvia1_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467720K) : topmetal1_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467720K) : topmetal1_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467880K) : topmetal1_mask has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467880K) : topmetal1_filler has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467880K) : topmetal1_nofill has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467880K) : topmetal1_slit has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467880K) : topmetal1_text has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467880K) : topmetal1_noqrc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467880K) : topmetal1_res has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (467880K) : topmetal1_iprobe has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468040K) : topmetal1_diffprb has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468040K) : inldpwl_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468040K) : polyres_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468200K) : polyres_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468200K) : vmim_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468200K) : nbulaycut_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468360K) : antmetal1_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468360K) : topvia2_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468520K) : topmetal2_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468520K) : topmetal2_pin has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468520K) : topmetal2_mask has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468680K) : topmetal2_filler has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468680K) : topmetal2_nofill has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468680K) : topmetal2_slit has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468840K) : topmetal2_text has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468840K) : topmetal2_noqrc has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (468840K) : topmetal2_res has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469000K) : topmetal2_iprobe has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469000K) : topmetal2_diffprb has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469000K) : snsring_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469160K) : sensor_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469160K) : snsarms_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469160K) : snscmosvia_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469320K) : colwind_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469320K) : flm_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469320K) : hafniumox_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469480K) : memvia_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469480K) : thinfilmres_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469480K) : rfmem_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469640K) : norcx_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469640K) : norcx_m2m3 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469640K) : norcx_m2m4 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469800K) : norcx_m2m5 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469800K) : norcx_m2tm1 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469800K) : norcx_m2tm2 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469960K) : norcx_m3m4 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469960K) : norcx_m3m5 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (469960K) : norcx_m3tm1 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470120K) : norcx_m3tm2 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470120K) : norcx_m4m5 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470120K) : norcx_m4tm1 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470280K) : norcx_m4tm2 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470280K) : norcx_m5tm1 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470440K) : norcx_m5tm2 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470440K) : norcx_tm1tm2 has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470440K) : norcx_m1sub has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470440K) : norcx_m2sub has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470440K) : norcx_m3sub has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470440K) : norcx_m4sub has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470440K) : norcx_m5sub has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470440K) : norcx_tm1sub has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470440K) : norcx_tm2sub has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470440K) : snsbotvia_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470600K) : snstopvia_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470600K) : deepvia_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470600K) : fgetch_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470760K) : ctrgat_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470760K) : fgimp_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470760K) : emwihv_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470920K) : lbe_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (470920K) : alcustop_drw has 0 polygons
2026-09-07 16:07:21 +0200: Memory Usage (471080K) : nometfiller_drw has 0 polygons
