PVT,corner,temp,vdd,code,f_hz,edges,idd_run_A,idd_dis_A,vbp,vbn,clk_dis_V,clk_hold_min_V,tstart_s,vmax,vmin
tt_125C_1.32V,mos_tt,125,1.32,4,4351610.095735424,11,1.78667e-05,1.53514e-05,1.00636,0.217412,1.32,1.32,1.0544054621848738e-07,1.3217,-0.0236333
tt_125C_1.32V,mos_tt,125,1.32,8,7249528.7806292465,12,2.83866e-05,2.5286e-05,0.974876,0.24607,1.32,1.32,6.416619801980196e-08,1.34539,-0.0328508
tt_125C_1.32V,mos_tt,125,1.32,16,13107877.83457859,12,4.89964e-05,4.49441e-05,0.932989,0.283691,1.32,1.32,3.632991598915989e-08,1.32854,-0.00625835
tt_125C_1.32V,mos_tt,125,1.32,32,24961309.96954723,11,8.91466e-05,8.34615e-05,0.878532,0.331722,1.32,1.32,1.9657339416058396e-08,1.32847,-0.0152486
tt_125C_1.32V,mos_tt,125,1.32,64,48288183.88140421,12,0.000166352,0.000157418,0.808408,0.392241,1.32,1.32,1.0591968253968254e-08,1.32206,-0.00845455
tt_125C_1.32V,mos_tt,125,1.32,128,89919971.2256089,12,0.0003078,0.000294027,0.719163,0.467378,1.32,1.32,5.948981481481482e-09,1.32386,-0.00880407
tt_125C_1.32V,mos_tt,125,1.32,255,151240169.38898957,12,0.000549054,0.000528315,0.609268,0.557232,1.32,1.32,3.672207228915663e-09,1.32582,-0.00333185
ss_-40C_1.08V,mos_ss,-40,1.08,0,1863932.8984156547,12,4.92077e-06,4.71948e-06,0.651377,0.359803,1.08,1.08,2.6883842105263167e-07,1.09085,-0.00839409
ss_-40C_1.08V,mos_ss,-40,1.08,1,2768395.9913626,12,7.35786e-06,7.08476e-06,0.638916,0.371411,1.08,1.08,1.8354882758620684e-07,1.09239,-0.00813896
ss_-40C_1.08V,mos_ss,-40,1.08,2,3661126.1624075533,12,9.78299e-06,9.46674e-06,0.629438,0.380108,1.08,1.08,1.4013848717948713e-07,1.09246,-0.000995469
ss_-40C_1.08V,mos_ss,-40,1.08,4,5398110.6612685425,12,1.46239e-05,1.40961e-05,0.614921,0.393197,1.08,1.08,9.642054621848742e-08,1.09331,-0.0136547
ss_-40C_1.08V,mos_ss,-40,1.08,8,8735150.244584223,12,2.42424e-05,2.34341e-05,0.594124,0.411465,1.08,1.08,6.073919801980197e-08,1.09537,-0.0140374
ss_-40C_1.08V,mos_ss,-40,1.08,16,14976785.98172833,12,4.32465e-05,4.18854e-05,0.565576,0.435723,1.08,1.08,3.615791598915988e-08,1.09716,-0.00512946
ss_-40C_1.08V,mos_ss,-40,1.08,32,26270852.48916328,12,8.04044e-05,7.79971e-05,0.527291,0.467074,1.08,1.08,2.099873941605839e-08,1.09424,-0.0174413
ss_-40C_1.08V,mos_ss,-40,1.08,64,45670442.08987943,12,0.000151054,0.000146885,0.476935,0.506793,1.08,1.08,1.2280368253968257e-08,1.09102,-0.00851282
ss_-40C_1.08V,mos_ss,-40,1.08,128,76295109.48348203,11,0.000278762,0.000271785,0.412676,0.55567,1.08,1.08,7.4447814814814805e-09,1.09605,-0.0133159
ss_-40C_1.08V,mos_ss,-40,1.08,255,117315814.17175029,11,0.000488126,0.000477318,0.335452,0.612307,1.08,1.08,4.884507228915664e-09,1.10173,-0.0175432
ss_-40C_1.20V,mos_ss,-40,1.2,0,2154708.037060973,12,6.41796e-06,6.06549e-06,0.763803,0.367225,1.2,1.2,2.2477842105263158e-07,1.21229,-0.0112481
ss_-40C_1.20V,mos_ss,-40,1.2,1,3233629.7493936894,12,9.57158e-06,9.09026e-06,0.750697,0.379366,1.2,1.2,1.519408275862069e-07,1.21844,-0.0120815
ss_-40C_1.20V,mos_ss,-40,1.2,2,4303481.5165469,12,1.26783e-05,1.2104e-05,0.740633,0.388536,1.2,1.2,1.1492348717948715e-07,1.21841,-0.0154016
ss_-40C_1.20V,mos_ss,-40,1.2,4,6432936.63557416,12,1.89091e-05,1.80711e-05,0.725066,0.402452,1.2,1.2,7.813554621848741e-08,1.21665,-0.0131689
ss_-40C_1.20V,mos_ss,-40,1.2,8,10619093.129446756,12,3.13014e-05,3.02456e-05,0.702499,0.42208,1.2,1.2,4.8469198019801975e-08,1.22,-0.0096791
ss_-40C_1.20V,mos_ss,-40,1.2,16,18653236.336504433,12,5.5931e-05,5.38152e-05,0.671129,0.448452,1.2,1.2,2.8416915989159893e-08,1.22185,-0.0200086
ss_-40C_1.20V,mos_ss,-40,1.2,32,33421342.869556535,12,0.000104284,0.000100796,0.628518,0.482971,1.2,1.2,1.6308839416058397e-08,1.22143,-0.0182555
ss_-40C_1.20V,mos_ss,-40,1.2,64,58941412.23623711,12,0.000197016,0.00019101,0.571688,0.527337,1.2,1.2,9.470068253968258e-09,1.21094,-0.0199608
ss_-40C_1.20V,mos_ss,-40,1.2,128,99314728.37421781,12,0.00036668,0.00035664,0.498043,0.582843,1.2,1.2,5.72358148148148e-09,1.21186,-0.0115311
ss_-40C_1.20V,mos_ss,-40,1.2,255,154202004.62605962,12,0.000649034,0.00063315,0.408007,0.648437,1.2,1.2,3.737807228915663e-09,1.21684,-0.01262
ss_-40C_1.32V,mos_ss,-40,1.32,0,2394636.0153256753,12,8.06779e-06,7.46388e-06,0.877233,0.373675,1.32,1.32,1.988184210526318e-07,1.34128,-0.0116527
ss_-40C_1.32V,mos_ss,-40,1.32,1,3598416.6966534792,12,1.19988e-05,1.11852e-05,0.863498,0.386333,1.32,1.32,1.3362482758620687e-07,1.33551,-0.0128717
ss_-40C_1.32V,mos_ss,-40,1.32,2,4819044.865307696,12,1.57903e-05,1.49015e-05,0.852865,0.395957,1.32,1.32,1.0022448717948713e-07,1.34391,-0.00743247
ss_-40C_1.32V,mos_ss,-40,1.32,4,7211365.111415566,12,2.35813e-05,2.23206e-05,0.836294,0.410656,1.32,1.32,6.76715462184874e-08,1.34801,-0.00446702
ss_-40C_1.32V,mos_ss,-40,1.32,8,12009126.936471699,12,3.88507e-05,3.71104e-05,0.812057,0.431555,1.32,1.32,4.1623198019801994e-08,1.35407,-0.0231703
ss_-40C_1.32V,mos_ss,-40,1.32,16,21454623.471358094,12,6.93305e-05,6.65088e-05,0.778054,0.45988,1.32,1.32,2.4068915989159886e-08,1.35056,-0.0290651
ss_-40C_1.32V,mos_ss,-40,1.32,32,39425958.05078069,12,0.000129341,0.000124555,0.731432,0.497306,1.32,1.32,1.3568739416058395e-08,1.35027,-0.0244196
ss_-40C_1.32V,mos_ss,-40,1.32,64,71189577.84580328,12,0.000245426,0.000237149,0.668551,0.545985,1.32,1.32,7.764768253968254e-09,1.33605,-0.0197981
ss_-40C_1.32V,mos_ss,-40,1.32,128,121891760.1170163,12,0.000460117,0.000446199,0.585923,0.607825,1.32,1.32,4.654181481481481e-09,1.33006,-0.00686029
ss_-40C_1.32V,mos_ss,-40,1.32,255,191424196.01837692,12,0.000821433,0.00079972,0.483297,0.682282,1.32,1.32,3.020907228915663e-09,1.33421,-0.00981837
ss_27C_1.08V,mos_ss,27,1.08,0,1531628.1206922955,12,4.05712e-06,3.81547e-06,0.703463,0.298556,1.08,1.08,3.1475842105263165e-07,1.08955,-0.00916334
ss_27C_1.08V,mos_ss,27,1.08,1,2297002.411852537,12,6.02044e-06,5.71178e-06,0.688377,0.312513,1.08,1.08,2.1259282758620684e-07,1.09486,-0.00651686
ss_27C_1.08V,mos_ss,27,1.08,2,3055674.3873372856,12,7.97204e-06,7.60301e-06,0.677104,0.322846,1.08,1.08,1.614444871794872e-07,1.09482,-0.00952658
ss_27C_1.08V,mos_ss,27,1.08,4,4556431.402925233,12,1.18843e-05,1.13717e-05,0.660162,0.338191,1.08,1.08,1.1005654621848737e-07,1.08451,-0.0137626
ss_27C_1.08V,mos_ss,27,1.08,8,7485029.940119768,12,1.96317e-05,1.88582e-05,0.636511,0.359212,1.08,1.08,6.866519801980195e-08,1.09535,-0.00878753
ss_27C_1.08V,mos_ss,27,1.08,16,13041210.22430883,11,3.48951e-05,3.36382e-05,0.604996,0.386506,1.08,1.08,4.059791598915989e-08,1.09316,-0.0139211
ss_27C_1.08V,mos_ss,27,1.08,32,23105360.443622947,11,6.46177e-05,6.24445e-05,0.563939,0.420975,1.08,1.08,2.3566939416058387e-08,1.08967,-0.0145259
ss_27C_1.08V,mos_ss,27,1.08,64,40204237.52663537,11,0.000120921,0.000117153,0.511221,0.46379,1.08,1.08,1.3863768253968254e-08,1.0865,-0.00864957
ss_27C_1.08V,mos_ss,27,1.08,128,66929924.369185336,10,0.000222343,0.000216235,0.445017,0.515823,1.08,1.08,8.464181481481483e-09,1.08997,-0.00769685
ss_27C_1.08V,mos_ss,27,1.08,255,103167234.08645408,10,0.000390055,0.00038055,0.365868,0.576009,1.08,1.08,5.548507228915662e-09,1.09432,-0.0112383
ss_27C_1.20V,mos_ss,27,1.2,0,1725327.8122843432,12,5.31368e-06,4.86592e-06,0.814479,0.307159,1.2,1.2,2.749084210526317e-07,1.21407,-0.0105368
ss_27C_1.20V,mos_ss,27,1.2,1,2600780.2340702135,12,7.84912e-06,7.28701e-06,0.798821,0.321603,1.2,1.2,1.8409282758620693e-07,1.21907,-0.0130879
ss_27C_1.20V,mos_ss,27,1.2,2,3473790.2525445432,12,1.03291e-05,9.7029e-06,0.78702,0.332373,1.2,1.2,1.386834871794872e-07,1.22137,-0.0145726
ss_27C_1.20V,mos_ss,27,1.2,4,5217572.785140354,12,1.53374e-05,1.45206e-05,0.769121,0.348495,1.2,1.2,9.364254621848739e-08,1.22311,-0.0192586
ss_27C_1.20V,mos_ss,27,1.2,8,8665511.265164662,12,2.53026e-05,2.41044e-05,0.743831,0.370815,1.2,1.2,5.7618198019801947e-08,1.21334,-0.00578801
ss_27C_1.20V,mos_ss,27,1.2,16,15417823.00339188,12,4.4937e-05,4.30762e-05,0.709659,0.400162,1.2,1.2,3.34409159891599e-08,1.22093,-0.0179193
ss_27C_1.20V,mos_ss,27,1.2,32,28074903.84345432,12,8.33984e-05,8.02372e-05,0.664492,0.437736,1.2,1.2,1.9007539416058397e-08,1.21655,-0.0174102
ss_27C_1.20V,mos_ss,27,1.2,64,50150451.35406204,12,0.000156727,0.000151364,0.60565,0.485096,1.2,1.2,1.0991368253968258e-08,1.20631,-0.015881
ss_27C_1.20V,mos_ss,27,1.2,128,84940117.21736188,12,0.000290208,0.000281466,0.530667,0.543546,1.2,1.2,6.6441814814814806e-09,1.20826,-0.00682259
ss_27C_1.20V,mos_ss,27,1.2,255,132502981.31707996,12,0.000513515,0.000499772,0.439611,0.612326,1.2,1.2,4.328207228915662e-09,1.21187,-0.00845378
ss_27C_1.32V,mos_ss,27,1.32,0,1883948.7565938265,12,6.78014e-06,5.97858e-06,0.92663,0.314693,1.32,1.32,2.479584210526317e-07,1.33336,-0.0103517
ss_27C_1.32V,mos_ss,27,1.32,1,2846083.788706737,12,9.87907e-06,8.95553e-06,0.9104,0.32962,1.32,1.32,1.658188275862069e-07,1.3388,-0.0140821
ss_27C_1.32V,mos_ss,27,1.32,2,3808218.1347347456,12,1.29921e-05,1.19271e-05,0.898076,0.340821,1.32,1.32,1.2435548717948715e-07,1.34708,-0.0158525
ss_27C_1.32V,mos_ss,27,1.32,4,5736905.513166198,12,1.91885e-05,1.78556e-05,0.879241,0.357697,1.32,1.32,8.38925462184874e-08,1.34703,-0.0225593
ss_27C_1.32V,mos_ss,27,1.32,8,9588647.041902374,12,3.14442e-05,2.96597e-05,0.852367,0.381261,1.32,1.32,5.106419801980198e-08,1.35168,-0.0250992
ss_27C_1.32V,mos_ss,27,1.32,16,17244352.474564563,12,5.57415e-05,5.30695e-05,0.815659,0.412549,1.32,1.32,2.923091598915989e-08,1.34713,-0.0262896
ss_27C_1.32V,mos_ss,27,1.32,32,32049227.61361444,12,0.000103428,9.90919e-05,0.766594,0.453045,1.32,1.32,1.6307039416058392e-08,1.3426,-0.0109328
ss_27C_1.32V,mos_ss,27,1.32,64,58861616.33998499,12,0.000195019,0.00018775,0.701906,0.504717,1.32,1.32,9.232768253968257e-09,1.33357,-0.00414829
ss_27C_1.32V,mos_ss,27,1.32,128,102061645.23372124,12,0.000363356,0.000351339,0.618415,0.569366,1.32,1.32,5.4952814814814834e-09,1.32779,-0.013817
ss_27C_1.32V,mos_ss,27,1.32,255,161655350.79211122,12,0.000647137,0.0006286,0.515627,0.646634,1.32,1.32,3.5471072289156647e-09,1.33084,-0.00712722
ss_125C_1.08V,mos_ss,125,1.08,0,1075268.8172043015,9,3.28616e-06,2.88514e-06,0.804243,0.195746,1.08,1.08,4.296084210526317e-07,1.08401,-0.0113516
ss_125C_1.08V,mos_ss,125,1.08,1,1623903.8648911982,9,4.75888e-06,4.29438e-06,0.785325,0.213122,1.08,1.08,2.870258275862069e-07,1.09066,-0.0149218
ss_125C_1.08V,mos_ss,125,1.08,2,2177060.31545604,9,6.22268e-06,5.69966e-06,0.771379,0.225922,1.08,1.08,2.1577548717948716e-07,1.09294,-0.0121917
ss_125C_1.08V,mos_ss,125,1.08,4,3289365.48139864,9,9.14878e-06,8.49961e-06,0.750779,0.244787,1.08,1.08,1.4458954621848743e-07,1.09421,-0.0126461
ss_125C_1.08V,mos_ss,125,1.08,8,5516024.049864857,8,1.49185e-05,1.4061e-05,0.722766,0.270306,1.08,1.08,8.798919801980195e-08,1.09572,-0.0148688
ss_125C_1.08V,mos_ss,125,1.08,16,9914733.293674378,9,2.63442e-05,2.50412e-05,0.686644,0.302895,1.08,1.08,5.04129159891599e-08,1.09307,-0.0145881
ss_125C_1.08V,mos_ss,125,1.08,32,18306468.59067652,9,4.85533e-05,4.64638e-05,0.641131,0.343349,1.08,1.08,2.832363941605839e-08,1.08589,-0.0121693
ss_125C_1.08V,mos_ss,125,1.08,64,33212660.66624595,8,9.06762e-05,8.73099e-05,0.584272,0.392918,1.08,1.08,1.6221868253968253e-08,1.0833,-0.00390991
ss_125C_1.08V,mos_ss,125,1.08,128,56960583.276372746,8,0.000167523,0.000162069,0.514004,0.452809,1.08,1.08,9.74868148148148e-09,1.08504,-0.00337916
ss_125C_1.08V,mos_ss,125,1.08,255,89702188.73340519,9,0.000297429,0.000288909,0.430054,0.522525,1.08,1.08,6.3120072289156645e-09,1.08743,-0.00529582
ss_125C_1.20V,mos_ss,125,1.2,0,1187789.5236964016,10,4.31558e-06,3.62206e-06,0.913518,0.205817,1.2,1.2,3.848584210526316e-07,1.21517,-0.0112608
ss_125C_1.20V,mos_ss,125,1.2,1,1793400.2869440473,10,6.20055e-06,5.39859e-06,0.894098,0.223681,1.2,1.2,2.5751282758620685e-07,1.21696,-0.0159518
ss_125C_1.20V,mos_ss,125,1.2,2,2403672.812056816,10,8.03597e-06,7.17089e-06,0.8797,0.236909,1.2,1.2,1.9324448717948715e-07,1.21466,-0.0143563
ss_125C_1.20V,mos_ss,125,1.2,4,3633588.895752332,10,1.17681e-05,1.07042e-05,0.858286,0.256526,1.2,1.2,1.2930954621848742e-07,1.21443,-0.0219378
ss_125C_1.20V,mos_ss,125,1.2,8,6110601.894286591,9,1.9072e-05,1.77302e-05,0.828865,0.28331,1.2,1.2,7.836019801980196e-08,1.21697,-0.00505187
ss_125C_1.20V,mos_ss,125,1.2,16,11072357.85860599,9,3.35244e-05,3.16319e-05,0.790424,0.317921,1.2,1.2,4.4376915989159885e-08,1.21722,-0.012149
ss_125C_1.20V,mos_ss,125,1.2,32,20803861.19663806,10,6.18612e-05,5.88584e-05,0.741273,0.361459,1.2,1.2,2.446473941605839e-08,1.21257,-0.0164157
ss_125C_1.20V,mos_ss,125,1.2,64,38791264.207300544,10,0.000115883,0.000111076,0.678938,0.415556,1.2,1.2,1.3670668253968255e-08,1.20332,-0.00936557
ss_125C_1.20V,mos_ss,125,1.2,128,68460327.24036412,11,0.000215285,0.000207358,0.600777,0.481838,1.2,1.2,8.033681481481481e-09,1.20503,-0.00309074
ss_125C_1.20V,mos_ss,125,1.2,255,110132158.59030838,11,0.000384165,0.000372149,0.506013,0.560123,1.2,1.2,5.1226072289156645e-09,1.20728,-0.00480893
ss_125C_1.32V,mos_ss,125,1.32,0,1292908.397440041,11,5.55e-06,4.41475e-06,1.024,0.21479,1.32,1.32,3.519484210526316e-07,1.33159,-0.0117533
ss_125C_1.32V,mos_ss,125,1.32,1,1948823.8847855327,11,7.88538e-06,6.58644e-06,1.00408,0.233138,1.32,1.32,2.348188275862069e-07,1.3388,-0.0131786
ss_125C_1.32V,mos_ss,125,1.32,2,2609909.8276154543,11,1.01165e-05,8.75362e-06,0.989229,0.246792,1.32,1.32,1.7688548717948716e-07,1.34045,-0.0200116
ss_125C_1.32V,mos_ss,125,1.32,4,3937938.095613136,11,1.46629e-05,1.3076e-05,0.967001,0.267157,1.32,1.32,1.1828454621848738e-07,1.34559,-0.0207995
ss_125C_1.32V,mos_ss,125,1.32,8,6618571.712224509,10,2.36528e-05,2.16777e-05,0.936184,0.295186,1.32,1.32,7.160619801980198e-08,1.33098,-0.0237244
ss_125C_1.32V,mos_ss,125,1.32,16,12027904.738994477,10,4.14457e-05,3.87228e-05,0.89547,0.331762,1.32,1.32,4.03759159891599e-08,1.34394,-0.0255996
ss_125C_1.32V,mos_ss,125,1.32,32,22834699.609526623,11,7.62907e-05,7.22019e-05,0.842776,0.378277,1.32,1.32,2.1968839416058396e-08,1.33672,-0.0197092
ss_125C_1.32V,mos_ss,125,1.32,64,43480151.31092655,11,0.000143243,0.00013672,0.775109,0.436753,1.32,1.32,1.2023268253968258e-08,1.32606,-0.0180913
ss_125C_1.32V,mos_ss,125,1.32,128,78845698.96712145,11,0.00026682,0.000256435,0.689195,0.509271,1.32,1.32,6.908381481481483e-09,1.32509,-0.00559762
ss_125C_1.32V,mos_ss,125,1.32,255,129701686.1219199,12,0.000478751,0.000462809,0.583711,0.596011,1.32,1.32,4.331407228915663e-09,1.32735,-0.00452201
ff_-40C_1.08V,mos_ff,-40,1.08,0,2795638.8034665924,12,7.83152e-06,7.01372e-06,0.734268,0.25855,1.08,1.08,1.6728842105263177e-07,1.09053,-0.0112584
ff_-40C_1.08V,mos_ff,-40,1.08,1,4213187.27617442,12,1.14325e-05,1.04957e-05,0.720609,0.271055,1.08,1.08,1.1294982758620686e-07,1.09789,-0.0151347
ff_-40C_1.08V,mos_ff,-40,1.08,2,5604752.830400167,12,1.5006e-05,1.39667e-05,0.710113,0.280488,1.08,1.08,8.492748717948713e-08,1.09624,-0.0152585
ff_-40C_1.08V,mos_ff,-40,1.08,4,8401949.252226474,12,2.22461e-05,2.08791e-05,0.693887,0.294772,1.08,1.08,5.7594546218487386e-08,1.10426,-0.0219331
ff_-40C_1.08V,mos_ff,-40,1.08,8,13908205.841446433,12,3.65096e-05,3.45949e-05,0.670411,0.314838,1.08,1.08,3.566519801980196e-08,1.10254,-0.02904
ff_-40C_1.08V,mos_ff,-40,1.08,16,24594195.769798297,12,6.45588e-05,6.16173e-05,0.637937,0.341615,1.08,1.08,2.0877915989159894e-08,1.10537,-0.0276948
ff_-40C_1.08V,mos_ff,-40,1.08,32,44505763.496372804,12,0.000118883,0.000114078,0.594226,0.376275,1.08,1.08,1.199043941605839e-08,1.10343,-0.0224784
ff_-40C_1.08V,mos_ff,-40,1.08,64,78333072.22309278,12,0.000220882,0.000212965,0.536714,0.420093,1.08,1.08,7.055068253968259e-09,1.09279,-0.00371487
ff_-40C_1.08V,mos_ff,-40,1.08,128,129198966.40826848,12,0.000402005,0.000389467,0.463383,0.473722,1.08,1.08,4.395781481481481e-09,1.08755,-0.0118182
ff_-40C_1.08V,mos_ff,-40,1.08,255,193386192.22587457,12,0.000692759,0.000674132,0.375414,0.535244,1.08,1.08,2.986107228915664e-09,1.09064,-0.00804086
ff_-40C_1.20V,mos_ff,-40,1.2,0,3012955.709551045,12,9.99932e-06,8.59591e-06,0.847537,0.265101,1.2,1.2,1.560284210526316e-07,1.21434,-0.0111395
ff_-40C_1.20V,mos_ff,-40,1.2,1,4520795.660036156,12,1.44089e-05,1.28686e-05,0.833214,0.278132,1.2,1.2,1.0375382758620691e-07,1.21695,-0.0160549
ff_-40C_1.20V,mos_ff,-40,1.2,2,6019020.103527137,12,1.87392e-05,1.71305e-05,0.822123,0.288024,1.2,1.2,7.817748717948715e-08,1.21986,-0.0137334
ff_-40C_1.20V,mos_ff,-40,1.2,4,9017132.551848507,12,2.77549e-05,2.56252e-05,0.804847,0.3031,1.2,1.2,5.2858546218487415e-08,1.22772,-0.0220743
ff_-40C_1.20V,mos_ff,-40,1.2,8,14976785.981728235,12,4.53155e-05,4.25097e-05,0.779622,0.324456,1.2,1.2,3.2431198019801974e-08,1.23343,-0.0322712
ff_-40C_1.20V,mos_ff,-40,1.2,16,26816840.976133022,12,8.0129e-05,7.58838e-05,0.744375,0.353229,1.2,1.2,1.874991598915989e-08,1.23645,-0.0410898
ff_-40C_1.20V,mos_ff,-40,1.2,32,49652432.96921557,12,0.000147831,0.000141058,0.696412,0.390878,1.2,1.2,1.0509239416058393e-08,1.20753,-0.0162042
ff_-40C_1.20V,mos_ff,-40,1.2,64,90399566.08208284,12,0.000275886,0.000265015,0.632522,0.439057,1.2,1.2,6.0239682539682556e-09,1.22734,-0.0165552
ff_-40C_1.20V,mos_ff,-40,1.2,128,153562653.5626542,12,0.000506015,0.00048882,0.549886,0.498841,1.2,1.2,3.6706814814814804e-09,1.2127,-0.0202849
ff_-40C_1.20V,mos_ff,-40,1.2,255,235017626.32197374,12,0.000880261,0.000854713,0.449058,0.568578,1.2,1.2,2.4578072289156627e-09,1.20987,-0.00717333
ff_-40C_1.32V,mos_ff,-40,1.32,0,3171582.6197272423,12,1.23733e-05,1.02121e-05,0.961602,0.27088,1.32,1.32,1.4614842105263162e-07,1.3348,-0.0143546
ff_-40C_1.32V,mos_ff,-40,1.32,1,4736867.036142309,12,1.76212e-05,1.52919e-05,0.946644,0.284409,1.32,1.32,9.687182758620689e-08,1.34317,-0.0187054
ff_-40C_1.32V,mos_ff,-40,1.32,2,6336332.530731208,12,2.30666e-05,2.03606e-05,0.934988,0.294734,1.32,1.32,7.413148717948717e-08,1.34081,-0.0197401
ff_-40C_1.32V,mos_ff,-40,1.32,4,9519276.534983346,12,3.36998e-05,3.04693e-05,0.916724,0.310549,1.32,1.32,4.9600546218487374e-08,1.34631,-0.0181289
ff_-40C_1.32V,mos_ff,-40,1.32,8,15757957.768673163,12,5.47122e-05,5.05837e-05,0.889866,0.333097,1.32,1.32,3.0402198019801976e-08,1.35565,-0.0334618
ff_-40C_1.32V,mos_ff,-40,1.32,16,28344671.201814074,12,9.62062e-05,9.04307e-05,0.852048,0.363703,1.32,1.32,1.7390915989159884e-08,1.36668,-0.048084
ff_-40C_1.32V,mos_ff,-40,1.32,32,53214133.67390371,12,0.000177513,0.00016859,0.800143,0.404094,1.32,1.32,9.61433941605839e-09,1.3615,-0.0497757
ff_-40C_1.32V,mos_ff,-40,1.32,64,99561927.5189167,12,0.000332722,0.000318378,0.730259,0.456327,1.32,1.32,5.390068253968257e-09,1.35399,-0.0353633
ff_-40C_1.32V,mos_ff,-40,1.32,128,174520069.80802837,12,0.000614454,0.000591601,0.638689,0.521965,1.32,1.32,3.2003814814814805e-09,1.34181,-0.0180084
ff_-40C_1.32V,mos_ff,-40,1.32,255,273448181.56959325,12,0.0010775,0.0010436,0.525223,0.599714,1.32,1.32,2.1061072289156636e-09,1.32963,-0.0151966
ff_27C_1.08V,mos_ff,27,1.08,0,2101723.413198824,12,6.592e-06,5.61426e-06,0.786205,0.199089,1.08,1.08,2.1979842105263175e-07,1.0933,-0.0109754
ff_27C_1.08V,mos_ff,27,1.08,1,3162055.335968374,12,9.46113e-06,8.35854e-06,0.77026,0.213722,1.08,1.08,1.4737082758620684e-07,1.09495,-0.0139623
ff_27C_1.08V,mos_ff,27,1.08,2,4222616.333079982,12,1.23124e-05,1.10923e-05,0.758209,0.224652,1.08,1.08,1.104834871794872e-07,1.09705,-0.0162401
ff_27C_1.08V,mos_ff,27,1.08,4,6342762.907522519,12,1.80421e-05,1.65317e-05,0.739911,0.241012,1.08,1.08,7.471054621848742e-08,1.09312,-0.023141
ff_27C_1.08V,mos_ff,27,1.08,8,10577533.319229962,12,2.92797e-05,2.73086e-05,0.714076,0.263615,1.08,1.08,4.560719801980196e-08,1.10564,-0.0248356
ff_27C_1.08V,mos_ff,27,1.08,16,18960940.462646954,12,5.13804e-05,4.84925e-05,0.6793,0.293188,1.08,1.08,2.62279159891599e-08,1.10237,-0.0277176
ff_27C_1.08V,mos_ff,27,1.08,32,35085257.174935,12,9.39559e-05,8.95106e-05,0.633675,0.330757,1.08,1.08,1.47003394160584e-08,1.09591,-0.0128425
ff_27C_1.08V,mos_ff,27,1.08,64,63812137.06847039,12,0.000173881,0.00016674,0.574838,0.377612,1.08,1.08,8.424868253968253e-09,1.09214,-0.0196803
ff_27C_1.08V,mos_ff,27,1.08,128,108636610.53775144,12,0.000316423,0.000305172,0.500683,0.434676,1.08,1.08,5.125781481481481e-09,1.08534,-0.00745631
ff_27C_1.08V,mos_ff,27,1.08,255,167112299.4652404,12,0.000548513,0.000531928,0.411701,0.500638,1.08,1.08,3.4111072289156627e-09,1.08727,-0.00537716
ff_27C_1.20V,mos_ff,27,1.2,0,2263467.632412858,12,8.4591e-06,6.85753e-06,0.898337,0.206619,1.2,1.2,2.022984210526317e-07,1.21584,-0.013362
ff_27C_1.20V,mos_ff,27,1.2,1,3397893.306150188,12,1.20875e-05,1.0222e-05,0.881774,0.221767,1.2,1.2,1.359078275862069e-07,1.21636,-0.0150064
ff_27C_1.20V,mos_ff,27,1.2,2,4526525.439072977,12,1.56225e-05,1.3576e-05,0.869171,0.233144,1.2,1.2,1.019374871794872e-07,1.21741,-0.00794601
ff_27C_1.20V,mos_ff,27,1.2,4,6794401.413235478,12,2.26119e-05,2.02557e-05,0.849897,0.250275,1.2,1.2,6.882254621848741e-08,1.22426,-0.018007
ff_27C_1.20V,mos_ff,27,1.2,8,11322463.768115917,12,3.64409e-05,3.35132e-05,0.822422,0.274144,1.2,1.2,4.219919801980196e-08,1.23213,-0.0334849
ff_27C_1.20V,mos_ff,27,1.2,16,20387359.83690113,12,6.37116e-05,5.96548e-05,0.785027,0.3057,1.2,1.2,2.4004915989159893e-08,1.23183,-0.0392301
ff_27C_1.20V,mos_ff,27,1.2,32,38248231.01931532,12,0.000116709,0.000110533,0.735378,0.346253,1.2,1.2,1.3247739416058388e-08,1.2215,-0.00686077
ff_27C_1.20V,mos_ff,27,1.2,64,71459196.79862805,12,0.000216938,0.000207026,0.670551,0.397455,1.2,1.2,7.416768253968256e-09,1.21543,-0.00195604
ff_27C_1.20V,mos_ff,27,1.2,128,125596583.77292134,12,0.000396997,0.000381557,0.587753,0.460631,1.2,1.2,4.391781481481483e-09,1.20603,-0.00686561
ff_27C_1.20V,mos_ff,27,1.2,255,198176773.6821243,12,0.000693269,0.000670564,0.486874,0.534742,1.2,1.2,2.8661072289156634e-09,1.20742,-0.00504404
ff_27C_1.32V,mos_ff,27,1.32,0,2403846.1538461493,12,1.04565e-05,8.14833e-06,1.01135,0.213318,1.32,1.32,1.8828842105263165e-07,1.3337,-0.00770437
ff_27C_1.32V,mos_ff,27,1.32,1,3603343.9031421156,12,1.49592e-05,1.21562e-05,0.994188,0.228958,1.32,1.32,1.2674182758620683e-07,1.33958,-0.0169676
ff_27C_1.32V,mos_ff,27,1.32,2,4796163.069544369,12,1.90591e-05,1.61534e-05,0.981052,0.240762,1.32,1.32,9.649548717948711e-08,1.34152,-0.0190556
ff_27C_1.32V,mos_ff,27,1.32,4,7170514.842965733,12,2.74091e-05,2.41192e-05,0.960843,0.258628,1.32,1.32,6.510254621848738e-08,1.34388,-0.0257854
