PVT,corner,temp,vdd,code,f_hz,edges,idd_run_A,idd_dis_A,vbp,vbn,clk_dis_V,clk_hold_min_V,tstart_s,vmax,vmin
tt_-40C_1.20V,mos_tt,-40,1.2,16,46943948.92498366,12,6.81981e-05,6.45845e-05,0.706012,0.399908,1.2,1.2,1.1590057994579947e-08,1.22609,-0.0281748
tt_-40C_1.20V,mos_tt,-40,1.2,32,85866391.89421283,12,0.000126491,0.000120352,0.660538,0.436178,1.2,1.2,6.590019708029197e-09,1.2164,-0.0154423
tt_-40C_1.20V,mos_tt,-40,1.2,64,153186274.50980413,12,0.000237633,0.000226976,0.599925,0.482626,1.2,1.2,3.839684126984127e-09,1.21054,-0.0148839
tt_-40C_1.20V,mos_tt,-40,1.2,128,255689082.0761944,12,0.000438193,0.000420772,0.521495,0.540365,1.2,1.2,2.377340740740741e-09,1.21536,-0.0106988
tt_-40C_1.20V,mos_tt,-40,1.2,255,384630178.08377373,12,0.000765973,0.000740056,0.425818,0.607913,1.2,1.2,1.6169636144578313e-09,1.22158,-0.0148504
tt_-40C_1.32V,mos_tt,-40,1.32,0,5423581.73337668,12,9.94403e-06,8.80268e-06,0.917959,0.320817,1.32,1.32,9.042721052631582e-08,1.34432,-0.0121221
tt_-40C_1.32V,mos_tt,-40,1.32,1,8241984.669908486,12,1.4567e-05,1.3188e-05,0.90358,0.334005,1.32,1.32,5.989641379310343e-08,1.34999,-0.0180342
tt_-40C_1.32V,mos_tt,-40,1.32,2,11057054.400707617,12,1.92073e-05,1.75658e-05,0.892407,0.34405,1.32,1.32,4.500974358974359e-08,1.35527,-0.0207827
tt_-40C_1.32V,mos_tt,-40,1.32,4,16739203.213927053,12,2.84777e-05,2.63014e-05,0.874938,0.359413,1.32,1.32,3.0249773109243685e-08,1.36415,-0.0354041
tt_-40C_1.32V,mos_tt,-40,1.32,8,28129395.218002792,12,4.67388e-05,4.37003e-05,0.849301,0.381277,1.32,1.32,1.8290099009900983e-08,1.36439,-0.0419133
tt_-40C_1.32V,mos_tt,-40,1.32,16,50882816.87274188,12,8.30048e-05,7.82269e-05,0.813244,0.410915,1.32,1.32,1.046985799457995e-08,1.35591,-0.0417908
tt_-40C_1.32V,mos_tt,-40,1.32,32,95283468.31824712,12,0.000154241,0.000146165,0.763753,0.45002,1.32,1.32,5.813119708029195e-09,1.35103,-0.0182022
tt_-40C_1.32V,mos_tt,-40,1.32,64,175716042.87471464,12,0.000290979,0.00027706,0.697053,0.500661,1.32,1.32,3.3053841269841276e-09,1.32841,-0.00614515
tt_-40C_1.32V,mos_tt,-40,1.32,128,302206104.5633104,12,0.000540968,0.000517542,0.609572,0.564481,1.32,1.32,2.0058407407407416e-09,1.33426,-0.00925779
tt_-40C_1.32V,mos_tt,-40,1.32,255,464015590.92385495,12,0.000953819,0.000918658,0.501174,0.640394,1.32,1.32,1.3481536144578317e-09,1.3398,-0.012891
tt_27C_1.08V,mos_tt,27,1.08,0,3561634.077714851,12,5.1546e-06,4.6429e-06,0.743646,0.246826,1.08,1.08,1.3785221052631584e-07,1.08095,-0.0143762
tt_27C_1.08V,mos_tt,27,1.08,1,5429176.393941039,12,7.56589e-06,6.9444e-06,0.728058,0.261253,1.08,1.08,9.154241379310342e-08,1.10123,-0.0204134
tt_27C_1.08V,mos_tt,27,1.08,2,7308872.971787714,12,1.00027e-05,9.23843e-06,0.716353,0.271969,1.08,1.08,6.87777435897436e-08,1.08782,-0.0230253
tt_27C_1.08V,mos_tt,27,1.08,4,11061946.902654866,12,1.47928e-05,1.38062e-05,0.69868,0.287933,1.08,1.08,4.6084773109243695e-08,1.09766,-0.0131373
tt_27C_1.08V,mos_tt,27,1.08,8,18552875.69573283,12,2.42934e-05,2.28674e-05,0.673869,0.309879,1.08,1.08,2.8150099009900994e-08,1.10014,-0.0216044
tt_27C_1.08V,mos_tt,27,1.08,16,33156498.67374005,12,4.30708e-05,4.07137e-05,0.640635,0.338461,1.08,1.08,1.628895799457995e-08,1.09473,-0.0178287
tt_27C_1.08V,mos_tt,27,1.08,32,60441220.91266246,12,7.92955e-05,7.53658e-05,0.597176,0.37463,1.08,1.08,9.295919708029196e-09,1.08562,-0.00614739
tt_27C_1.08V,mos_tt,27,1.08,64,107284626.1130782,12,0.000147579,0.000140837,0.54125,0.419597,1.08,1.08,5.436384126984129e-09,1.08846,-0.0056738
tt_27C_1.08V,mos_tt,27,1.08,128,178284899.26903167,12,0.000269488,0.000258648,0.470904,0.474225,1.08,1.08,3.373040740740741e-09,1.09246,-0.00880815
tt_27C_1.08V,mos_tt,27,1.08,255,268247538.82883126,12,0.000468815,0.000452431,0.386707,0.537255,1.08,1.08,2.285423614457832e-09,1.09751,-0.0125996
tt_27C_1.20V,mos_tt,27,1.2,0,3808798.3241287293,12,6.63386e-06,5.79353e-06,0.855202,0.254942,1.2,1.2,1.2731521052631583e-07,1.22021,-0.0141003
tt_27C_1.20V,mos_tt,27,1.2,1,5803830.528148578,12,9.64754e-06,8.66985e-06,0.839023,0.269864,1.2,1.2,8.420841379310342e-08,1.21571,-0.0215737
tt_27C_1.20V,mos_tt,27,1.2,2,7819831.091648423,12,1.27196e-05,1.15386e-05,0.826778,0.281022,1.2,1.2,6.303674358974357e-08,1.2287,-0.0263065
tt_27C_1.20V,mos_tt,27,1.2,4,11893434.823977157,12,1.87451e-05,1.72557e-05,0.808134,0.297761,1.2,1.2,4.2178773109243686e-08,1.22871,-0.0311741
tt_27C_1.20V,mos_tt,27,1.2,8,20112630.732099738,12,3.073e-05,2.86154e-05,0.781675,0.320992,1.2,1.2,2.5444099009900996e-08,1.21663,-0.012712
tt_27C_1.20V,mos_tt,27,1.2,16,36528345.99649325,12,5.43095e-05,5.10561e-05,0.745783,0.351597,1.2,1.2,1.4460057994579946e-08,1.2271,-0.0254673
tt_27C_1.20V,mos_tt,27,1.2,32,68352699.93164721,12,0.000100269,9.48548e-05,0.698226,0.390819,1.2,1.2,8.041519708029195e-09,1.2115,-0.00310971
tt_27C_1.20V,mos_tt,27,1.2,64,125643925.11622065,12,0.000187462,0.000178238,0.636196,0.440241,1.2,1.2,4.572784126984127e-09,1.20805,-0.0102414
tt_27C_1.20V,mos_tt,27,1.2,128,215656674.57407728,12,0.000344865,0.000329709,0.557076,0.501129,1.2,1.2,2.7741407407407403e-09,1.2116,-0.00759138
tt_27C_1.20V,mos_tt,27,1.2,255,331972247.1201403,12,0.00060459,0.000581692,0.460897,0.572492,1.2,1.2,1.8533936144578323e-09,1.21624,-0.0108479
tt_27C_1.32V,mos_tt,27,1.32,0,4017677.782241846,12,8.31592e-06,6.99991e-06,0.967761,0.262106,1.32,1.32,1.2020421052631584e-07,1.34457,-0.0153718
tt_27C_1.32V,mos_tt,27,1.32,1,6108735.491753182,12,1.2063e-05,1.04787e-05,0.950999,0.277514,1.32,1.32,7.943441379310346e-08,1.35007,-0.0218806
tt_27C_1.32V,mos_tt,27,1.32,2,8218277.449046657,12,1.57325e-05,1.39497e-05,0.938225,0.289099,1.32,1.32,5.953674358974357e-08,1.3538,-0.029131
tt_27C_1.32V,mos_tt,27,1.32,4,12487512.487512527,12,2.3013e-05,2.0871e-05,0.918642,0.306582,1.32,1.32,3.9642773109243696e-08,1.35973,-0.0365586
tt_27C_1.32V,mos_tt,27,1.32,8,21155066.638459925,12,3.75387e-05,3.46384e-05,0.8906,0.331036,1.32,1.32,2.382709900990099e-08,1.33211,-0.0375002
tt_27C_1.32V,mos_tt,27,1.32,16,38764197.38729301,12,6.6185e-05,6.18927e-05,0.852183,0.363547,1.32,1.32,1.3388457994579943e-08,1.35339,-0.0237898
tt_27C_1.32V,mos_tt,27,1.32,32,73887985.81350647,12,0.000122345,0.000115299,0.80074,0.40564,1.32,1.32,7.303019708029198e-09,1.33845,-0.0276177
tt_27C_1.32V,mos_tt,27,1.32,64,139840581.73681986,12,0.000229759,0.000217627,0.732877,0.459288,1.32,1.32,4.042384126984126e-09,1.32787,-0.018406
tt_27C_1.32V,mos_tt,27,1.32,128,248200546.04120195,12,0.000424961,0.000405064,0.645242,0.526207,1.32,1.32,2.3899407407407408e-09,1.3314,-0.00695873
tt_27C_1.32V,mos_tt,27,1.32,255,392095357.5909659,12,0.000750449,0.000719873,0.537244,0.605746,1.32,1.32,1.5701836144578316e-09,1.33561,-0.00980595
tt_125C_1.08V,mos_tt,125,1.08,0,2359659.2652021036,10,4.39907e-06,3.66615e-06,0.841913,0.147521,1.08,1.08,2.011512105263158e-07,1.09656,-0.01756
tt_125C_1.08V,mos_tt,125,1.08,1,3524477.496211188,10,6.20441e-06,5.34904e-06,0.823408,0.164491,1.08,1.08,1.3582141379310342e-07,1.09336,-0.0196248
tt_125C_1.08V,mos_tt,125,1.08,2,4710093.730865241,9,7.94979e-06,7.02648e-06,0.809538,0.177224,1.08,1.08,1.0234374358974359e-07,1.09846,-0.0244609
tt_125C_1.08V,mos_tt,125,1.08,4,7125298.371869326,9,1.14774e-05,1.03667e-05,0.788788,0.196245,1.08,1.08,6.848477310924371e-08,1.09809,-0.0233536
tt_125C_1.08V,mos_tt,125,1.08,8,12068549.360366877,9,1.84732e-05,1.69941e-05,0.760215,0.2223,1.08,1.08,4.1135099009900974e-08,1.08896,-0.022936
tt_125C_1.08V,mos_tt,125,1.08,16,22175653.350186825,9,3.22287e-05,3.00554e-05,0.722978,0.255898,1.08,1.08,2.2971057994579948e-08,1.08279,-0.00125419
tt_125C_1.08V,mos_tt,125,1.08,32,42426813.746287666,10,5.90225e-05,5.5469e-05,0.675703,0.297884,1.08,1.08,1.2467819708029194e-08,1.08326,-0.0112085
tt_125C_1.08V,mos_tt,125,1.08,64,80450522.92839895,11,0.000109756,0.000103756,0.616332,0.349569,1.08,1.08,6.879784126984129e-09,1.08501,-0.00280047
tt_125C_1.08V,mos_tt,125,1.08,128,143184421.5349369,11,0.000201539,0.000191788,0.542668,0.412226,1.08,1.08,4.0479407407407414e-09,1.08747,-0.00469786
tt_125C_1.08V,mos_tt,125,1.08,255,227546817.7577538,11,0.000355093,0.000340482,0.454344,0.485307,1.08,1.08,2.6349336144578313e-09,1.09068,-0.00724842
tt_125C_1.20V,mos_tt,125,1.2,0,2524678.734631015,11,5.60047e-06,4.47498e-06,0.95226,0.156591,1.2,1.2,1.8699821052631582e-07,1.20722,-0.0179813
tt_125C_1.20V,mos_tt,125,1.2,1,3774154.5893719844,10,7.84264e-06,6.55932e-06,0.933102,0.174212,1.2,1.2,1.2634841379310345e-07,1.22251,-0.0233137
tt_125C_1.20V,mos_tt,125,1.2,2,5043118.664582167,10,1.00603e-05,8.63795e-06,0.918699,0.187456,1.2,1.2,9.50717435897436e-08,1.2205,-0.0279726
tt_125C_1.20V,mos_tt,125,1.2,4,7614986.29302467,10,1.44254e-05,1.27799e-05,0.897051,0.207312,1.2,1.2,6.355677310924371e-08,1.22378,-0.0315166
tt_125C_1.20V,mos_tt,125,1.2,8,12870012.870012885,10,2.31295e-05,2.10085e-05,0.867,0.234692,1.2,1.2,3.8214099009901e-08,1.21954,-0.0304883
tt_125C_1.20V,mos_tt,125,1.2,16,23682091.602330275,10,4.02668e-05,3.72632e-05,0.827404,0.27034,1.2,1.2,2.126175799457994e-08,1.21987,-0.0197618
tt_125C_1.20V,mos_tt,125,1.2,32,45758213.59934101,11,7.37789e-05,6.90149e-05,0.776482,0.315407,1.2,1.2,1.1386119708029194e-08,1.20715,-0.0193981
tt_125C_1.20V,mos_tt,125,1.2,64,88857295.18393458,11,0.000137532,0.000129691,0.71166,0.371587,1.2,1.2,6.131084126984126e-09,1.205,-0.00315003
tt_125C_1.20V,mos_tt,125,1.2,128,163559044.81517833,12,0.000253998,0.000241094,0.630133,0.440567,1.2,1.2,3.5032407407407402e-09,1.20751,-0.0044327
tt_125C_1.20V,mos_tt,125,1.2,255,268305116.57857245,12,0.000450777,0.000430851,0.530978,0.522109,1.2,1.2,2.226383614457832e-09,1.21076,-0.00695879
tt_125C_1.32V,mos_tt,125,1.32,0,2681396.47128224,11,7.03241e-06,5.33682e-06,1.06357,0.164806,1.32,1.32,1.758122105263159e-07,1.33785,-0.0180547
tt_125C_1.32V,mos_tt,125,1.32,1,4007694.773966021,11,9.77185e-06,7.84898e-06,1.0438,0.183027,1.32,1.32,1.1843941379310345e-07,1.34589,-0.0227793
tt_125C_1.32V,mos_tt,125,1.32,2,5348594.656753933,11,1.24331e-05,1.03551e-05,1.02888,0.196755,1.32,1.32,8.92587435897436e-08,1.3268,-0.0124407
tt_125C_1.32V,mos_tt,125,1.32,4,8060615.831049494,11,1.77389e-05,1.53514e-05,1.00636,0.217412,1.32,1.32,5.96797731092437e-08,1.33638,-0.0188398
tt_125C_1.32V,mos_tt,125,1.32,8,13581420.616596496,11,2.83009e-05,2.5286e-05,0.974876,0.24607,1.32,1.32,3.5973099009901e-08,1.33813,-0.0393789
tt_125C_1.32V,mos_tt,125,1.32,16,24925224.32701893,11,4.90516e-05,4.49441e-05,0.932989,0.283691,1.32,1.32,2.002715799457995e-08,1.34238,-0.0109264
tt_125C_1.32V,mos_tt,125,1.32,32,48339536.90723635,11,8.95599e-05,8.34615e-05,0.878532,0.331722,1.32,1.32,1.0654119708029198e-08,1.33321,-0.0139198
tt_125C_1.32V,mos_tt,125,1.32,64,95383441.43456693,12,0.000167473,0.000157418,0.808408,0.392241,1.32,1.32,5.636484126984129e-09,1.32494,-0.00907167
tt_125C_1.32V,mos_tt,125,1.32,128,180570603.10581416,12,0.000310629,0.000294027,0.719163,0.467378,1.32,1.32,3.1386407407407417e-09,1.32754,-0.00417016
tt_125C_1.32V,mos_tt,125,1.32,255,305175781.25000006,12,0.000553806,0.000528315,0.609268,0.557232,1.32,1.32,1.947973614457831e-09,1.33091,-0.00671783
ss_-40C_1.08V,mos_ss,-40,1.08,0,3910374.222813118,12,4.98571e-06,4.73099e-06,0.651377,0.359803,1.08,1.08,1.3412721052631582e-07,1.08626,-0.0121175
ss_-40C_1.08V,mos_ss,-40,1.08,1,5803493.703209336,12,7.43637e-06,7.09723e-06,0.638916,0.371411,1.08,1.08,9.162541379310344e-08,1.08247,-0.00756313
ss_-40C_1.08V,mos_ss,-40,1.08,2,7661074.082586388,12,9.88891e-06,9.41235e-06,0.629438,0.380108,1.08,1.08,7.00937435897436e-08,1.08446,-0.0150316
ss_-40C_1.08V,mos_ss,-40,1.08,4,11282861.333634173,12,1.47758e-05,1.40826e-05,0.614921,0.393197,1.08,1.08,4.8339773109243684e-08,1.09599,-0.015673
ss_-40C_1.08V,mos_ss,-40,1.08,8,18211619.012930267,12,2.45073e-05,2.35015e-05,0.594124,0.411465,1.08,1.08,3.050709900990099e-08,1.09819,-0.0047567
ss_-40C_1.08V,mos_ss,-40,1.08,16,31158471.988533556,12,4.37072e-05,4.18854e-05,0.565576,0.435723,1.08,1.08,1.820785799457995e-08,1.09517,-0.0170614
ss_-40C_1.08V,mos_ss,-40,1.08,32,54513737.4618404,12,8.11904e-05,7.79971e-05,0.527291,0.467074,1.08,1.08,1.0624519708029199e-08,1.0923,-0.0122555
ss_-40C_1.08V,mos_ss,-40,1.08,64,94366330.09342244,12,0.000152403,0.000146885,0.476935,0.506793,1.08,1.08,6.2503841269841285e-09,1.0981,-0.0144122
ss_-40C_1.08V,mos_ss,-40,1.08,128,156225589.7516012,12,0.000281106,0.000271785,0.412676,0.55567,1.08,1.08,3.8440407407407405e-09,1.1051,-0.0198538
ss_-40C_1.08V,mos_ss,-40,1.08,255,235710076.60577455,11,0.000491214,0.000477318,0.335452,0.612307,1.08,1.08,2.5826936144578315e-09,1.11193,-0.0246376
ss_-40C_1.20V,mos_ss,-40,1.2,0,4502881.844380416,12,6.4684e-06,6.0687e-06,0.763803,0.367225,1.2,1.2,1.1270321052631588e-07,1.22279,-0.014808
ss_-40C_1.20V,mos_ss,-40,1.2,1,6730833.950326438,12,9.64655e-06,9.08886e-06,0.750697,0.379366,1.2,1.2,7.602641379310346e-08,1.22334,-0.0183998
ss_-40C_1.20V,mos_ss,-40,1.2,2,8977466.558937099,12,1.28067e-05,1.21239e-05,0.740633,0.388536,1.2,1.2,5.782774358974357e-08,1.21501,-0.0219707
ss_-40C_1.20V,mos_ss,-40,1.2,4,13401232.913427994,12,1.91042e-05,1.81399e-05,0.725066,0.402452,1.2,1.2,3.9354773109243687e-08,1.22391,-0.0232306
ss_-40C_1.20V,mos_ss,-40,1.2,8,22133687.472332846,12,3.16493e-05,2.99908e-05,0.702499,0.42208,1.2,1.2,2.443609900990099e-08,1.20935,-0.0119373
ss_-40C_1.20V,mos_ss,-40,1.2,16,38863627.53099369,12,5.64997e-05,5.42286e-05,0.671129,0.448452,1.2,1.2,1.432925799457994e-08,1.22278,-0.0115498
ss_-40C_1.20V,mos_ss,-40,1.2,32,69570057.04744682,12,0.000105364,0.000100796,0.628518,0.482971,1.2,1.2,8.258419708029197e-09,1.21334,-0.00712986
ss_-40C_1.20V,mos_ss,-40,1.2,64,122279285.88897067,12,0.000198941,0.00019101,0.571688,0.527337,1.2,1.2,4.825584126984128e-09,1.21375,-0.0105318
ss_-40C_1.20V,mos_ss,-40,1.2,128,204373594.93153527,12,0.000370042,0.00035664,0.498043,0.582843,1.2,1.2,2.9585407407407406e-09,1.2202,-0.0146445
ss_-40C_1.20V,mos_ss,-40,1.2,255,311672120.92878306,12,0.000653848,0.00063315,0.408007,0.648437,1.2,1.2,1.977133614457832e-09,1.22767,-0.0196448
ss_-40C_1.32V,mos_ss,-40,1.32,0,4962040.39100878,12,8.17408e-06,7.4668e-06,0.877233,0.373675,1.32,1.32,1.0096421052631583e-07,1.34544,-0.0158948
ss_-40C_1.32V,mos_ss,-40,1.32,1,7449344.457687737,12,1.20399e-05,1.11969e-05,0.863498,0.386333,1.32,1.32,6.769741379310346e-08,1.34763,-0.0155549
ss_-40C_1.32V,mos_ss,-40,1.32,2,9931472.83742176,12,1.59076e-05,1.49119e-05,0.852865,0.395957,1.32,1.32,5.1012743589743595e-08,1.34395,-0.0248335
ss_-40C_1.32V,mos_ss,-40,1.32,4,14923145.7991345,12,2.37886e-05,2.22128e-05,0.836294,0.410656,1.32,1.32,3.4505773109243694e-08,1.35004,-0.0302126
ss_-40C_1.32V,mos_ss,-40,1.32,8,24869435.463814896,12,3.92366e-05,3.70663e-05,0.812057,0.431555,1.32,1.32,2.122909900990098e-08,1.32609,-0.0115226
ss_-40C_1.32V,mos_ss,-40,1.32,16,44599054.500044465,12,7.00491e-05,6.73011e-05,0.778054,0.45988,1.32,1.32,1.221625799457994e-08,1.33409,-0.011694
ss_-40C_1.32V,mos_ss,-40,1.32,32,81994096.42505766,12,0.000130777,0.000124555,0.731432,0.497306,1.32,1.32,6.893019708029196e-09,1.3275,-0.0143144
ss_-40C_1.32V,mos_ss,-40,1.32,64,147972773.0097665,12,0.000248146,0.000237149,0.668551,0.545985,1.32,1.32,3.963384126984129e-09,1.33181,-0.0191358
ss_-40C_1.32V,mos_ss,-40,1.32,128,251762336.3544828,12,0.000464747,0.000446199,0.585923,0.607825,1.32,1.32,2.4090407407407412e-09,1.33719,-0.011472
ss_-40C_1.32V,mos_ss,-40,1.32,255,388862964.69124335,12,0.000828361,0.00079972,0.483297,0.682282,1.32,1.32,1.6003236144578309e-09,1.34417,-0.0159137
ss_27C_1.08V,mos_ss,27,1.08,0,3198669.3535489347,12,4.07522e-06,3.81547e-06,0.703463,0.298556,1.08,1.08,1.5860721052631584e-07,1.09564,-0.0116318
ss_27C_1.08V,mos_ss,27,1.08,1,4803766.152663698,12,6.0718e-06,5.71178e-06,0.688377,0.312513,1.08,1.08,1.0696341379310346e-07,1.08292,-0.0154959
ss_27C_1.08V,mos_ss,27,1.08,2,6393453.104021458,12,8.04756e-06,7.60301e-06,0.677104,0.322846,1.08,1.08,8.131974358974358e-08,1.09163,-0.0126329
ss_27C_1.08V,mos_ss,27,1.08,4,9538344.143456727,12,1.20067e-05,1.13717e-05,0.660162,0.338191,1.08,1.08,5.55177731092437e-08,1.09053,-0.0111019
ss_27C_1.08V,mos_ss,27,1.08,8,15666614.444618542,12,1.98294e-05,1.88582e-05,0.636511,0.359212,1.08,1.08,3.461509900990099e-08,1.09547,-0.00184742
ss_27C_1.08V,mos_ss,27,1.08,16,27281407.72063836,12,3.52952e-05,3.36382e-05,0.604996,0.386506,1.08,1.08,2.0464657994579944e-08,1.0908,-0.0129146
ss_27C_1.08V,mos_ss,27,1.08,32,48271867.15582162,11,6.52896e-05,6.24445e-05,0.563939,0.420975,1.08,1.08,1.1915919708029196e-08,1.08778,-0.0102128
ss_27C_1.08V,mos_ss,27,1.08,64,83731055.84861441,11,0.000122115,0.000117153,0.511221,0.46379,1.08,1.08,7.038384126984129e-09,1.09184,-0.008755
ss_27C_1.08V,mos_ss,27,1.08,128,138255219.1345224,11,0.000224575,0.000216235,0.445017,0.515823,1.08,1.08,4.348140740740742e-09,1.09744,-0.0132953
ss_27C_1.08V,mos_ss,27,1.08,255,209424083.76963344,10,0.000392937,0.00038055,0.365868,0.576009,1.08,1.08,2.908563614457832e-09,1.10368,-0.0179481
ss_27C_1.20V,mos_ss,27,1.2,0,3552145.495879507,12,5.33591e-06,4.86592e-06,0.814479,0.307159,1.2,1.2,1.3977121052631587e-07,1.22085,-0.0153294
