code,f_pre,f_post,stage_pre,stage_post,nand_pre,nand_post,buf_pre,buf_post,vbp_rip_pre,vbp_rip_post,vbn_rip_pre,vbn_rip_post
0,3.812363012112925,1.9661246994700212,11497.160372805436,22127.066336234024,16179.883471321242,33041.459994302706,1539.336741251246,2218.7632074819976,0.34445900000001917,0.8102190000000009,5.008145000000019,4.831635999999973
16,36.589158195082824,18.066768859456225,1187.757721742457,2422.189032287008,1788.7499554878023,3453.023828474034,638.2450503246689,1012.9824597217834,0.5587599999999915,1.1709829999999588,5.276384999999994,5.374676999999995
128,215.9448353718138,105.37984839242547,204.89778351009033,423.52075208285254,272.6045617297758,513.1575681010225,291.4208383250213,481.1197419903422,0.5409550000000651,1.665852999999995,7.025694999999999,7.790039000000027
255,332.3426731627933,164.2526831643298,132.6645888108686,270.41091959015745,179.9935687736866,340.7027180332379,229.71700187710096,380.5349519614995,0.343493000000028,1.6027359999999935,6.729150999999933,7.750708999999967
