code,run,periods,mean_period_s,sigma_period_s,ppm,sigma_50mean_s,ppm50
16,quiet,612,27.32168837943357,0.1458799450276891,5.339345907242701,0.003763435566410438,0.13774535139063251
16,noise,612,27.32113848094703,10.16177274058265,371.93811479229447,1.2277966873450772,44.939440872908975
128,quiet,617,4.629360272388518,0.03155357664365825,6.815969116047689,0.0055064584409296536,1.1894642276542018
128,noise,617,4.6292061711999475,0.8390301756874521,181.24709608039885,0.12483831481517726,26.967542640862256
